approach,meta_lr,inner_lr,inner_steps,dropout,best_val_acc,overfit_gap,overfit_flag,episodes_seen,train_time_sec
maml,0.0005,0.1,1,0.0,0.2560000017285347,0.04243333295919002,False,2000,190.8216907978058
maml,0.0005,0.1,1,0.1,0.24186666995286943,0.017233332116156796,False,2000,198.38626194000244
maml,0.0005,0.1,1,0.2,0.2509333381056786,-0.009900002414360648,False,2000,382.3956210613251
maml,0.0005,0.1,2,0.0,0.28613333523273465,0.16538333022966983,True,2000,203.1676468849182
maml,0.0005,0.1,2,0.1,0.2901333349943161,0.03271666575223209,False,2000,210.16894912719727
maml,0.0005,0.1,2,0.2,0.3021333345770836,-0.02718333565630021,False,2000,210.19358587265015
maml,0.0005,0.1,3,0.0,0.3090666687488556,0.20154999997466805,True,2000,216.79504489898682
maml,0.0005,0.1,3,0.1,0.29653333485126493,0.08788333332166076,False,2000,222.75650787353516
maml,0.0005,0.1,3,0.2,0.3120000022649765,-0.018200000915676362,False,2000,236.31223487854004
maml,0.0005,0.2,1,0.0,0.24853333622217177,0.020583332078531386,False,2000,192.9522979259491
maml,0.0005,0.2,1,0.1,0.24373333543539047,0.0039833329338580525,False,2000,198.42233514785767
maml,0.0005,0.2,1,0.2,0.23706666827201844,-0.0029666678607463692,False,2000,197.58737778663635
maml,0.0005,0.2,2,0.0,0.28746666967868806,0.06959999969229103,False,2000,206.97918319702148
maml,0.0005,0.2,2,0.1,0.28719999998807905,0.04388333240523937,False,2000,217.24191212654114
maml,0.0005,0.2,2,0.2,0.28346666812896726,0.03339999890886247,False,2000,213.26640009880066
maml,0.0005,0.2,3,0.0,0.34613333493471143,0.0769166681729257,False,2000,215.93093705177307
maml,0.0005,0.2,3,0.1,0.32826667070388793,0.02874999810010198,False,2000,222.51511812210083
maml,0.0005,0.2,3,0.2,0.3205333352088928,-0.04508333436213435,False,2000,224.3517360687256
maml,0.0005,0.4,1,0.0,0.21040000259876251,0.000983332935720671,False,2000,189.40639305114746
maml,0.0005,0.4,1,0.1,0.21813333690166473,0.009916665330529206,False,2000,194.75014805793762
maml,0.0005,0.4,1,0.2,0.2088000023365021,0.0058333318959921665,False,2000,194.83903908729553
maml,0.0005,0.4,2,0.0,0.2128000032901764,0.06971666539786381,False,2000,202.5602159500122
maml,0.0005,0.4,2,0.1,0.2165333354473114,0.04531666510738433,False,2000,208.63355493545532
maml,0.0005,0.4,2,0.2,0.22880000323057176,0.02826666532084346,False,2000,282.1147127151489
maml,0.0005,0.4,3,0.0,0.28080000132322314,0.08369999927468597,False,2000,279.9453399181366
maml,0.0005,0.4,3,0.1,0.2637333357334137,0.05476666460745036,False,2000,222.9665060043335
maml,0.0005,0.4,3,0.2,0.22800000190734862,0.045016665030270825,False,2000,222.51052713394165
maml,0.001,0.1,1,0.0,0.2560000017285347,0.04243333295919002,False,2000,189.5645833015442
maml,0.001,0.1,1,0.1,0.24186666995286943,0.017233332116156796,False,2000,194.72255206108093
maml,0.001,0.1,1,0.2,0.2509333381056786,-0.009900002414360648,False,2000,196.25727725028992
maml,0.001,0.1,2,0.0,0.28613333523273465,0.16538333022966983,True,2000,1484.8029999732971
maml,0.001,0.1,2,0.1,0.2901333349943161,0.03271666575223209,False,2000,667.6915509700775
maml,0.001,0.1,2,0.2,0.3021333345770836,-0.02718333565630021,False,2000,409.3742399215698
maml,0.001,0.1,3,0.0,0.3090666687488556,0.20154999997466805,True,2000,772.4415669441223
maml,0.001,0.1,3,0.1,0.29653333485126493,0.08788333332166076,False,2000,13872.337112903595
maml,0.001,0.1,3,0.2,0.3120000022649765,-0.018200000915676362,False,2000,237.5860321521759
maml,0.001,0.2,1,0.0,0.24853333622217177,0.020583332078531386,False,2000,195.18887281417847
maml,0.001,0.2,1,0.1,0.24373333543539047,0.0039833329338580525,False,2000,199.11402797698975
maml,0.001,0.2,1,0.2,0.23706666827201844,-0.0029666678607463692,False,2000,198.02507185935974
maml,0.001,0.2,2,0.0,0.28746666967868806,0.06959999969229103,False,2000,208.19880890846252
maml,0.001,0.2,2,0.1,0.28719999998807905,0.04388333240523937,False,2000,216.21847224235535
maml,0.001,0.2,2,0.2,0.28346666812896726,0.03339999890886247,False,2000,213.21828889846802
maml,0.001,0.2,3,0.0,0.34613333493471143,0.0769166681729257,False,2000,215.18448901176453
maml,0.001,0.2,3,0.1,0.32826667070388793,0.02874999810010198,False,2000,222.4839849472046
maml,0.001,0.2,3,0.2,0.3205333352088928,-0.04508333436213435,False,2000,222.43252992630005
maml,0.001,0.4,1,0.0,0.21040000259876251,0.000983332935720671,False,2000,189.52520084381104
maml,0.001,0.4,1,0.1,0.21813333690166473,0.009916665330529206,False,2000,194.75742101669312
maml,0.001,0.4,1,0.2,0.2088000023365021,0.0058333318959921665,False,2000,194.9671859741211
maml,0.001,0.4,2,0.0,0.2128000032901764,0.06971666539786381,False,2000,202.43310284614563
maml,0.001,0.4,2,0.1,0.2165333354473114,0.04531666510738433,False,2000,208.57643508911133
maml,0.001,0.4,2,0.2,0.22880000323057176,0.02826666532084346,False,2000,208.5713882446289
maml,0.001,0.4,3,0.0,0.28080000132322314,0.08369999927468597,False,2000,220.57789373397827
maml,0.001,0.4,3,0.1,0.2637333357334137,0.05476666460745036,False,2000,228.42470812797546
maml,0.001,0.4,3,0.2,0.22800000190734862,0.045016665030270825,False,2000,228.37879300117493
maml,0.002,0.1,1,0.0,0.2560000017285347,0.04243333295919002,False,2000,191.721529006958
maml,0.002,0.1,1,0.1,0.24186666995286943,0.017233332116156796,False,2000,196.42051601409912
maml,0.002,0.1,1,0.2,0.2509333381056786,-0.009900002414360648,False,2000,195.02682399749756
maml,0.002,0.1,2,0.0,0.28613333523273465,0.16538333022966983,True,2000,202.22351717948914
maml,0.002,0.1,2,0.1,0.2901333349943161,0.03271666575223209,False,2000,209.50180292129517
maml,0.002,0.1,2,0.2,0.3021333345770836,-0.02718333565630021,False,2000,208.6607460975647
maml,0.002,0.1,3,0.0,0.3090666687488556,0.20154999997466805,True,2000,217.33108019828796
maml,0.002,0.1,3,0.1,0.29653333485126493,0.08788333332166076,False,2000,222.2756748199463
maml,0.002,0.1,3,0.2,0.3120000022649765,-0.018200000915676362,False,2000,222.46195602416992
maml,0.002,0.2,1,0.0,0.24853333622217177,0.020583332078531386,False,2000,188.6810178756714
maml,0.002,0.2,1,0.1,0.24373333543539047,0.0039833329338580525,False,2000,194.64987516403198
maml,0.002,0.2,1,0.2,0.23706666827201844,-0.0029666678607463692,False,2000,194.60348963737488
maml,0.002,0.2,2,0.0,0.28746666967868806,0.06959999969229103,False,2000,202.1119487285614
maml,0.002,0.2,2,0.1,0.28719999998807905,0.04388333240523937,False,2000,208.2186028957367
maml,0.002,0.2,2,0.2,0.28346666812896726,0.03339999890886247,False,2000,208.3853268623352
maml,0.002,0.2,3,0.0,0.34613333493471143,0.0769166681729257,False,2000,215.29183626174927
maml,0.002,0.2,3,0.1,0.32826667070388793,0.02874999810010198,False,2000,222.70095491409302
maml,0.002,0.2,3,0.2,0.3205333352088928,-0.04508333436213435,False,2000,222.52859330177307
maml,0.002,0.4,1,0.0,0.21040000259876251,0.000983332935720671,False,2000,189.13706064224243
maml,0.002,0.4,1,0.1,0.21813333690166473,0.009916665330529206,False,2000,194.75105094909668
maml,0.002,0.4,1,0.2,0.2088000023365021,0.0058333318959921665,False,2000,194.4315469264984
maml,0.002,0.4,2,0.0,0.2128000032901764,0.06971666539786381,False,2000,202.08784008026123
maml,0.002,0.4,2,0.1,0.2165333354473114,0.04531666510738433,False,2000,213.13613104820251
maml,0.002,0.4,2,0.2,0.22880000323057176,0.02826666532084346,False,2000,213.79879593849182
maml,0.002,0.4,3,0.0,0.28080000132322314,0.08369999927468597,False,2000,216.03389596939087
maml,0.002,0.4,3,0.1,0.2637333357334137,0.05476666460745036,False,2000,222.60040426254272
maml,0.002,0.4,3,0.2,0.22800000190734862,0.045016665030270825,False,2000,224.9630470275879
lopt,0.0005,,1,0.0,0.24186666935682297,0.11968333287164568,True,2000,229.78265595436096
lopt,0.0005,,1,0.1,0.24053333401679994,0.021933332765474906,False,2000,232.14978671073914
lopt,0.0005,,1,0.2,0.2605333352088928,-0.020266667464748006,False,2000,230.67198204994202
lopt,0.0005,,2,0.0,0.29680000215768815,0.22083333360031243,True,2000,275.29485988616943
lopt,0.0005,,2,0.1,0.3018666699528694,0.07291666615754366,False,2000,289.4515058994293
lopt,0.0005,,2,0.2,0.3181333354115486,-0.028316667685285235,False,2000,285.0265860557556
lopt,0.0005,,3,0.0,0.3512000012397766,0.23703333385288722,True,2000,319.6957859992981
lopt,0.0005,,3,0.1,0.34773333311080934,0.057166667021811,False,2000,327.0978741645813
lopt,0.0005,,3,0.2,0.3632000029087067,-0.04643333251588044,False,2000,327.1587460041046
lopt,0.001,,1,0.0,0.24053333520889283,0.11961666687391698,True,2000,224.28677892684937
lopt,0.001,,1,0.1,0.24106666952371597,0.017516664918512115,False,2000,230.9244568347931
lopt,0.001,,1,0.2,0.25626666873693466,-0.017299999874085176,False,2000,230.81322598457336
lopt,0.001,,2,0.0,0.2960000017285347,0.22513333262875673,True,2000,271.50336718559265
lopt,0.001,,2,0.1,0.3208000001311302,0.06933333177119494,False,2000,655.8249609470367
lopt,0.001,,2,0.2,0.32826666712760927,-0.035100001133978376,False,2000,338.42139077186584
lopt,0.001,,3,0.0,0.3661333337426186,0.21973333083093166,True,2000,322.45392990112305
lopt,0.001,,3,0.1,0.3514666658639908,0.09859999915584922,False,2000,480.02076387405396
lopt,0.001,,3,0.2,0.35626666724681855,-0.04429999958723779,False,2000,1162.9104850292206
lopt,0.002,,1,0.0,0.23093333572149277,0.1187833330966532,True,2000,1869.8790600299835
lopt,0.002,,1,0.1,0.24480000257492066,0.019000000301748532,False,2000,1309.5313460826874
lopt,0.002,,1,0.2,0.2581333336234093,-0.01621666737832131,False,2000,230.65431189537048
lopt,0.002,,2,0.0,0.28880000054836275,0.22481666862964628,True,2000,426.24177598953247
lopt,0.002,,2,0.1,0.2818666684627533,0.06469999954104422,False,2000,5648.289580106735
lopt,0.002,,2,0.2,0.3173333340883255,-0.016866667643189392,False,2000,30125.46692609787
lopt,0.002,,3,0.0,0.37680000215768816,0.24519999777898188,True,2000,15328.179300785065
lopt,0.002,,3,0.1,0.37706666707992553,0.07138333288952708,False,2000,11893.936519145966
lopt,0.002,,3,0.2,0.3877333381772041,-0.016250002104788996,False,2000,28368.259919166565
